row,col,lat,lon,mf_score
532,165,32.81799608630154,-103.97322844542929,0.2452139700306568
532,166,32.81793425122011,-103.9728485004767,0.5966029063589894
532,167,32.817872612132874,-103.97247199226159,0.16746045266793494
532,168,32.817810764339,-103.97209209239566,0.23077799490603615
533,134,32.819557546475956,-103.98510189790393,0.7037385025044356
533,135,32.81949590280854,-103.98472123790816,1.1203209637430736
533,136,32.819434252806616,-103.98434060118157,0.11601680842120292
533,137,32.81937259647276,-103.98395998771979,-0.10886287513025333
533,138,32.81931093380952,-103.9835793975182,0.32510408739909996
533,139,32.81924926481933,-103.98319883057192,0.8048644989871329
533,140,32.81918758950459,-103.98281828687577,0.6379234046412856
533,141,32.819125907867615,-103.98243776642435,0.3260087616755836
533,144,32.81894061907993,-103.9812929092381,0.14421939085453767
533,145,32.818878912316805,-103.9809124826477,0.22471989299728343
533,146,32.81881719924195,-103.98053207927099,0.16131093936531032
533,147,32.81875547985725,-103.98015169910111,0.3053170287380739
533,148,32.81869367505927,-103.97977002057846,0.19958565408318746
533,149,32.8186318735114,-103.97938852387192,0.057057470672351764
533,154,32.818323063080435,-103.97748626123753,0.17953188469254225
533,155,32.818261293418416,-103.9771060673837,0.39022377482383447
533,156,32.81819950629465,-103.97672570950056,0.4424356698768155
533,157,32.818137735208346,-103.97634574906695,0.18856830252085577
533,162,32.81782913641249,-103.97445219421866,0.20798529276683297
533,163,32.81776731613283,-103.97407218327822,0.05342094872003444
533,164,32.81770563385836,-103.9736946221297,0.312681604569048
533,165,32.81764385970932,-103.97331564603276,0.4860020681602382
533,166,32.817582020427764,-103.9729357032772,0.5606220614237528
533,167,32.817520174860796,-103.97255578354064,0.5249805167857412
533,168,32.81745852558206,-103.97217929948079,0.19938748841696552
534,133,32.81926667559782,-103.98556282137005,-0.17263118010504128
534,134,32.81920514095373,-103.98518390938021,0.532368734871655
534,135,32.819143594411635,-103.98480492987922,1.1753687193670057
534,136,32.81908194034014,-103.98442429629371,0.4986370052804651
534,137,32.81902027993708,-103.98404368597285,0.1261004075396756
534,138,32.818958613204984,-103.98366309891198,0.6703865636432446
534,139,32.81889694014634,-103.98328253510621,0.6915074371782877
534,140,32.81883526076348,-103.98290199455045,0.5028817992960435
534,141,32.81877342054926,-103.9825189088816,0.33730837202916997
534,144,32.81858827363503,-103.98137662958271,0.1522150880093014
534,145,32.81852656280559,-103.98099620613173,0.29906859119001733
534,146,32.818464845664785,-103.98061580589432,0.2123328948074192
534,147,32.81840312221449,-103.98023542886352,0.17829541127564047
534,148,32.81834139245655,-103.97985507503216,0.17064347971182378
534,149,32.8182796563927,-103.9794747443928,0.01536980277037055
